TEMPLATE ID,TELEMARKETER,TEMPLATE NAME,TYPE,HEADER,CATEGORY,REGISTERED DLT,REQUESTED ON,STATUS DATE,CREATED BY,BLACKLISTED BY,APPROVAL STATUS,STATUS,TEMPLATE MESSAGE,CONSENT TYPE,REASON
'1107169504385573955',--,ganesha-flash,Promotional,124444,Banking/Insurance/Financial products/credit cards,Vodafone Idea,18-Sep-2023 19:00:56,19-Sep-2023 10:51:24,Roushan Kumar,--,Approved,Active,"Ganesh Chaturthi Flash Sale! 
Enjoy 14% OFF on Nykaa, Max, Puma & top brand Vouchers. 
Visit {#var#}
Offer ends soon! 
Team IndusInd 
Powered by GyFTR",--,Approved template
